Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.2,0.8,0,4831.7,23.7,288.2,45.6,10.9,112.2,24.7,1.1,1.9,3.2,0.6,3.8,5.1,0,0,9.1,25.5,45.3,403.8,19,320.1,1.1,0.3,0.1,6,8.5,97.5,99.6,8.4,27.3,20.9
"Energy extraction",0.3,0,0,0.1,0.9,0,0.1,0.3,269.5,5,0.3,0.5,0.5,0.2,0.1,0.3,0.3,0.1,0,0.1,107.7,0.4,2.4,2.5,1.1,0,0.1,0,0.3,0.5,1.2,0.6,0.1,0.5,0.9
"Mining (non-energy)",7.4,0.4,0,0.3,5.9,0.3,1.1,6.9,36.9,108.4,1.3,213.1,105.7,15.1,4.7,8.1,14.6,0.1,0.1,11,35,464.9,23.7,12.3,0.2,0,0.1,0.3,0.6,22,9.4,23.7,0.3,0.3,2.6
"Mining support",1.1,0.8,1.4,0,0.4,0,0.1,0.1,0.6,0.1,0.2,0.1,0,0,0,0,0.4,0,0,0,4.7,4.6,0,0.4,0,0,0,0,0,0,0.5,0.7,0,0,0
"Food, beverages, tobacco",1195,0.4,2,0.1,0,26,21.9,37.8,48.6,884.7,13.8,11.4,5.1,20.8,77.6,37.9,40.9,2.2,7.5,31.2,109.6,112,1347.2,214,3098.8,24.2,17.5,37.6,80.6,36.3,242.3,607.2,54.2,373.7,235.8
"Textiles & apparel",2.5,0,0.3,0,7.6,0,3.9,7,2.5,50.1,10.4,2,0.4,4.6,12.7,7.7,7.8,2.3,2.6,29,4.4,15.4,54.4,9.8,13.5,1.3,0.7,1.9,6.9,1.2,14.7,19.3,1.3,9,7.8
"Wood",33.1,1.1,6.1,0.2,36.9,2.9,0,95.3,17.6,64.1,21.4,38.6,2.6,79.2,73.4,67.1,90.5,10.3,9.3,623.1,221.7,2088.7,292.3,63,22.8,13.2,1.4,18.4,18.4,406.9,170,54.5,9.5,11.9,61.3
"Paper & printing",8.4,0.2,3.2,0,134.5,4.8,18.5,0,21.1,158.6,18,18.3,2.1,22.1,78.3,44.2,47.2,2.8,5.1,19,68.3,41.9,644.3,118.2,61.3,639.1,78.2,136.9,505.3,46.4,587.9,318.6,55.5,45,122.3
"Coke & refined petroleum",134,4.2,34.2,0.9,77.5,5.5,24.4,25.1,0,285,18.1,66.4,56.3,46.2,61.9,60.3,75.4,3.7,17.6,42.6,1031.9,371.3,674.1,2565.5,57.7,11.6,32.7,48.7,187.1,68.7,307.6,312,17.8,45.8,60.1
"Chemicals & pharmaceutical",240.7,1.7,6.5,0.1,225.6,30.9,26.3,49,186.3,0,187.8,27.5,27.3,44,123.9,87.8,53.1,4.9,10,29.7,76.8,87,392.7,98.9,19.8,13.8,3.3,6.9,23,28.6,928.4,777.9,36.1,2549.1,94.5
"Rubber & plastic",8.7,0.6,3.6,0.1,103.1,5.2,14.9,25.6,17,106.2,0,15.1,6.5,46.5,214.6,168.8,158,19.7,24.4,51.2,33.9,269.3,239.9,105.7,20.1,4.8,15,10.1,21.6,20.8,74.5,32.9,2.7,12.8,14
"Other mineral (non-metallic)",12.5,0.6,13.9,0.2,68.2,1.8,25.1,3.5,10.2,89.3,16.1,0,15.7,58.7,237.5,99.4,83.8,8.4,8.7,29.2,59.2,2344.3,152.2,41.2,25.5,2.7,1.3,1.7,8.1,86.5,75.8,46.3,5.7,11.8,16.2
"Metal (basic)",0.6,0.3,0.3,0.1,2.5,0.1,0.8,2.7,1.8,4.5,2.3,4.3,0,224.7,59.1,143.5,218.4,8.2,21.1,29.8,21.2,177.6,17.3,6.3,0.7,0.4,0.8,0.6,1.2,1.2,3.9,2.4,0.2,1,1
"Metal (fabricated)",50.5,7.6,18.2,0.9,268.8,8.5,105.5,34.7,112.3,160.8,67.9,63.5,134.7,0,774.7,751.9,2145.9,88.6,132.5,413.2,346.7,2335.1,538.1,214.7,55.3,13,23.8,45.4,66.1,137.6,398.3,292.8,13.7,24.9,48.1
"Computer, electronics",6.4,0.6,1.8,0.1,29.5,2.6,7.1,17,17.4,68.6,11,7.2,3.5,42.4,0,508.5,308.4,16.7,28.4,116.7,121.4,174.4,382.6,115.5,22,34.5,15.2,333.3,37.3,21.2,441.3,257.3,17,14.5,66.5
"Electrical equip.",5.2,0.9,2.8,0.1,18,1.3,5.7,4.6,15,39.1,10.5,8,14,59.3,1077.6,0,528.6,30.6,46.3,123.9,464.2,622.1,251.5,97.6,3.5,8.1,106,58.7,42.3,53.4,183.2,78.8,7.3,18.3,36.9
"Machinery & equip.",6,0.7,2.4,0.1,10.9,1.1,3,3.7,8.5,27.5,3,4.1,3.5,14.3,32.6,22.4,0,3.6,7.6,17,23.7,52.1,63.6,22.1,4.2,2.4,3.9,5.8,9.5,7.3,28.9,31.5,1.3,5.9,4.9
"Motor vehicles",0.2,0,0.1,0,0.3,0,0.2,0,0.3,0.4,0,0.2,0,0.9,1.6,3.2,7.2,0,1.4,1.2,1.1,1.3,20.5,8.9,0.1,0.1,0,0.3,0.1,0.3,2.5,2.5,0.1,0.1,0.4
"Other transport equip",0.1,0.2,0.2,0,2,0.1,0.6,0.7,2.3,6.5,0.4,0.7,1.3,3.9,4.1,1.5,10.4,0.2,0,4.4,8.4,6.7,8.3,29.9,0.9,0.4,1.7,0.3,1.5,5.7,6.7,24.3,0.1,1,1.3
