Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0,0.5,0,2604.6,27.7,1224.1,214.7,0.2,79.8,26.6,3.2,21.1,2.7,0.4,0.6,3.5,1.2,0.2,48.5,42.7,87.6,118.7,9.1,252.3,1.5,0.7,1.9,3.1,15.1,30.1,33.3,11.8,23.1,12.8
"Energy extraction",0.9,0,0.3,0,3,0.3,0.9,1.2,56.4,11.9,0.6,2.6,13.8,1,0.4,0.6,2.7,1.1,0.2,1.2,24.9,4.4,10.3,17.1,0.9,0.5,0.4,0.6,0.5,1.7,2.8,1.2,0.5,0.9,0.5
"Mining (non-energy)",4.7,0.2,0,0.1,4.3,0.3,1.9,6.6,4,80.7,1.2,146.5,257.3,10,0.5,1.2,6.9,1,0.1,9.5,19.9,217.6,10.9,7.7,1.2,0.4,0.4,0.6,0.7,14.2,4.8,6,1,1.5,0.8
"Mining support",4,2.4,2.6,0,0.6,0,0.2,0.4,0.2,0.3,0.4,0.3,0.1,0,0,0,0.6,0,0,0.2,5.9,8.2,0,0.2,0,0,0,0,0,0,0.4,0.5,0.2,0,0
"Food, beverages, tobacco",470.1,0.6,1.3,0.1,0,17.4,18.3,29.9,6.7,128,13.1,11.7,18.3,17.7,10.1,12,29.6,15.4,3.6,27.7,66,69.9,259.6,46.6,1813.2,19.6,11.4,28.1,39.8,40.9,164.5,111.3,47.7,165.9,136.3
"Textiles & apparel",2.1,0.1,0.1,0,6.3,0,13.3,8.4,0.6,12,8.6,2.7,3.1,5.2,3.2,3.9,8.8,25.3,2.3,64.2,5.8,11.3,23.4,3.7,5.7,1.5,0.9,2.5,2.8,2.2,10.4,4.6,1.6,6.2,3.1
"Wood",31,0.8,3.9,0.1,38.4,5.6,0,97.2,1.8,41.4,24.9,32.7,30,47.6,11.3,20.2,50.7,48.8,4.3,479.6,120.9,969,105.2,33.8,25.4,5.3,4.2,13.9,11.5,155.6,63.6,24.2,13.8,19.2,24.4
"Paper & printing",16.1,0.4,4.7,0,222.7,13.9,56.1,0,1.5,105.1,38.5,47.3,17.4,36.3,21.9,30.8,62.1,34.1,4.5,66.6,110.7,67.8,380.3,84.3,75.4,408.4,34.9,94.5,168.3,51.4,413,142.2,128.1,90.4,98.6
"Coke & refined petroleum",52.9,1.8,9.8,0.2,27.7,5.6,17,16.9,0,157.8,20.1,30.6,70.3,18.1,5.2,10.4,23.5,12.2,3.3,20.9,200.1,104.8,110.2,360.9,17.6,5.4,5.1,10.6,16.2,24,58,33.5,11.4,25.7,13.8
"Chemicals & pharmaceutical",202.7,3.5,13.5,0.3,140.4,76.6,131.2,183.7,77,0,501.3,114.6,211.6,127.8,60.4,102.8,138.2,100.7,15.3,139.8,160.7,275.5,319.5,69.6,50.5,27.5,16.4,42.3,32.3,65.8,206.3,49.1,30.4,234.4,60
